観測所番号,都道府県,地点,国際地点番号,現在時刻(年),現在時刻(月),現在時刻(日),現在時刻(時),現在時刻(分),現在値(mm),現在値の品質情報,今日の最大値(mm),今日の最大値の品質情報,今日の最大値起時（時）(まで),今日の最大値起時（分）(まで),今日の最大値起時(まで)の品質情報,極値更新,10年未満での極値更新,昨日までの観測史上1位の値(mm),昨日までの観測史上1位の値の品質情報,昨日までの観測史上1位の値の年,昨日までの観測史上1位の値の月,昨日までの観測史上1位の値の日,昨日までの8月の1位の値(mm),昨日までの8月の1位の値の品質情報,昨日までの8月の1位の値の年,昨日までの8月の1位の値の月,昨日までの8月の1位の値の日,統計開始年
48146,長野県,鬼無里（キナサ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,201,8,1995,07,12,132.5,8,2017,08,12,1977
48156,長野県,長野（ナガノ）,47610,2023,08,30,15,20,0.0,8,0.0,4,,,,,,134.5,8,2019,10,13,117,8,1981,08,23,1976
48172,長野県,笠岳（カサダケ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,301.5,8,2019,10,13,243,8,1982,08,02,1979
48191,長野県,大町（オオマチ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,163,8,2004,10,21,115.0,8,2021,08,15,1976
48196,長野県,信州新町（シンシュウシンマチ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,164.0,8,2019,10,12,120,8,1981,08,23,1976
48216,長野県,菅平（スガダイラ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,274.5,8,2019,10,13,168,8,1981,08,23,1976
48247,長野県,聖高原（ヒジリコウゲン）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,242.0,8,2019,10,13,135,8,1981,08,23,1979
48256,長野県,上田（ウエダ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,154,8,1983,09,28,120,8,1981,08,23,1976
48296,長野県,穂高（ホタカ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,153,8,2004,10,21,108.0,8,2021,08,15,1976
48321,長野県,東御（トウミ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,149.5,8,2019,10,12,133.5,8,2021,08,15,1976
48331,長野県,軽井沢（カルイザワ）,47622,2023,08,30,15,20,0.0,8,0.0,4,,,,,,330,8,2007,09,07,198,8,1981,08,23,1976
48346,長野県,上高地（カミコウチ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,242,8,1979,08,22,242,8,1979,08,22,1976
48361,長野県,松本（マツモト）,47618,2023,08,30,15,20,0.0,8,0.0,4,,,,,,173,8,2006,07,19,168.5,8,2021,08,15,1976
48363,長野県,松本今井（マツモトイマイ）,,2023,08,30,15,20,0.0,8,0.5,4,07,30,8,,,186.5,8,2021,08,15,186.5,8,2021,08,15,2003
48371,長野県,鹿教湯（カケユ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,322.0,8,2019,10,12,186,8,1981,08,23,1976
48381,長野県,立科（タテシナ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,265.5,8,2019,10,12,169.0,8,2021,08,15,1978
48386,長野県,佐久（サク）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,305.0,8,2019,10,12,206,8,1999,08,15,1976
48436,長野県,白樺湖（シラカバコ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,230.5,8,2019,10,13,212.5,8,2021,08,15,2004
48466,長野県,奈川（ナガワ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,223.0,8,2021,08,15,223.0,8,2021,08,15,1978
48491,長野県,諏訪（スワ）,47620,2023,08,30,15,20,0.0,8,0.0,4,,,,,,223,4,2006,07,19,202.0,8,2021,08,15,1976
48516,長野県,北相木（キタアイキ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,399.0,8,2019,10,12,142.0,8,2016,08,30,2004
48531,長野県,開田高原（カイダコウゲン）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,257,8,1983,09,28,252.0,8,2021,08,15,1978
48536,長野県,木祖薮原（キソヤブハラ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,207.5,8,2021,08,15,207.5,8,2021,08,15,2019
48546,長野県,辰野（タツノ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,257.0,8,2021,08,15,257.0,8,2021,08,15,1978
48556,長野県,高遠（タカトオ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,202.0,8,2019,10,12,173.0,8,2021,08,15,2004
48561,長野県,原村（ハラムラ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,198,8,1983,09,28,129,8,1982,08,02,1976
48571,長野県,野辺山（ノベヤマ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,249,8,2002,07,11,153,8,1987,08,20,1976
48601,長野県,御嶽山（オンタケサン）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,362.5,8,2021,08,15,362.5,8,2021,08,15,1976
48606,長野県,木曽福島（キソフクシマ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,203,8,2000,09,12,197.5,8,2021,08,15,1976
48621,長野県,伊那（イナ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,232,8,2006,07,19,190.5,8,2021,08,15,1993
48681,長野県,宮田高原（ミヤダコウゲン）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,267,4,2006,07,19,251.5,8,2021,08,15,1976
48691,長野県,杉島（スギシマ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,252,8,1983,09,28,126,8,1999,08,14,1983
48716,長野県,須原（スハラ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,247,8,1983,09,28,222.5,8,2021,08,15,1976
48717,長野県,南木曽（ナギソ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,247,8,1983,09,28,191.0,8,2021,08,15,1976
48731,長野県,飯島（イイジマ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,334,8,1983,09,28,167.5,8,2021,08,14,1976
48737,長野県,大鹿（オオシカ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,218.5,8,2020,07,01,165.5,8,2021,08,14,1983
48767,長野県,飯田（イイダ）,47637,2023,08,30,15,20,0.0,8,0.0,4,,,,,,209,8,1983,09,28,162.5,8,2021,08,14,1976
48826,長野県,浪合（ナミアイ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,357,8,2000,09,12,252,8,2003,08,09,1978
48836,長野県,阿南（アナン）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,275,8,1991,09,19,182,8,1982,08,03,1978
48841,長野県,南信濃（ミナミシナノ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,273.5,8,2023,06,03,207,8,1982,08,03,1978
49036,山梨県,大泉（オオイズミ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,183,8,2003,08,09,183,8,2003,08,09,1976
49052,山梨県,乙女湖（オトメコ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,197.0,8,2011,09,21,97.0,8,2016,08,18,2008
49086,山梨県,韮崎（ニラサキ）,,2023,08,30,15,20,0.0,4,0.0,4,,,,,,344,8,2002,07,10,237,8,1983,08,17,1976
49142,山梨県,甲府（コウフ）,47638,2023,08,30,15,20,0.0,4,0.0,4,,,,,,295,8,2000,09,12,191,8,2001,08,22,1976
49151,山梨県,勝沼（カツヌマ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,234.5,8,2019,10,12,208,8,1983,08,16,1976
49161,山梨県,大月（オオツキ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,429.5,8,2019,10,12,402,8,1991,08,21,1976
49172,山梨県,上野原（ウエノハラ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,483.5,8,2019,10,12,142.0,8,2023,08,15,2015
49187,山梨県,富士川（フジカワ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,259.5,8,2019,10,12,111.0,8,2014,08,10,2013
49196,山梨県,古関（フルセキ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,376.0,8,2011,09,21,359,8,1982,08,02,1976
49236,山梨県,切石（キリイシ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,417.0,8,2019,10,12,263,8,2001,08,22,1977
49251,山梨県,河口湖（カワグチコ）,47640,2023,08,30,15,20,0.0,8,0.0,4,,,,,,513,8,1983,08,16,513,8,1983,08,16,1976
49256,山梨県,山中（ヤマナカ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,587,8,1983,08,16,587,8,1983,08,16,1976
49316,山梨県,南部（ナンブ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,546.5,8,2019,10,12,408,8,2001,08,22,1976
50056,静岡県,白糸（シライト）,,2023,08,30,15,20,1.0,8,2.5,4,03,40,8,,,369,8,1998,08,28,369,8,1998,08,28,1976
50106,静岡県,井川（イカワ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,537.0,8,2011,07,20,417,8,1982,08,02,1978
50112,静岡県,有東木（ウトウギ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,398.5,8,2023,06,03,277.0,8,2021,08,18,2020
50136,静岡県,御殿場（ゴテンバ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,547.5,8,2019,10,12,348,8,1982,08,02,1976
50196,静岡県,富士（フジ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,354.5,8,2014,10,06,267.0,8,2023,08,16,1976
50206,静岡県,三島（ミシマ）,47657,2023,08,30,15,20,0.0,8,0.0,4,,,,,,369.5,8,2019,10,12,257,8,1981,08,23,1976
50211,静岡県,熱海伊豆山（アタミイズサン）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,197.5,8,2023,06,03,169.0,8,2021,08,15,2021
50226,静岡県,佐久間（サクマ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,396.5,8,2023,06,02,348,8,1982,08,03,1976
50232,静岡県,春野（ハルノ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,500.5,8,2023,06,02,214.5,8,2021,08,18,2016
50241,静岡県,川根本町（カワネホンチョウ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,420.0,8,2023,06,03,382,8,1982,08,02,1976
50247,静岡県,鍵穴（カギアナ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,430.0,8,2023,06,03,371,8,2001,08,22,1991
50261,静岡県,清水（シミズ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,398.5,8,2014,10,06,269,8,1990,08,10,1978
50281,静岡県,網代（アジロ）,47668,2023,08,30,15,20,0.0,8,0.0,4,,,,,,292,8,2003,08,15,292,8,2003,08,15,1976
50296,静岡県,熊（クマ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,497.5,8,2023,06,02,425,8,1982,08,03,1976
50317,静岡県,高根山（タカネサン）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,478.5,8,2023,06,02,209.5,8,2021,08,18,2009
50331,静岡県,静岡（シズオカ）,47656,2023,08,30,15,20,0.0,8,0.0,4,,,,,,416.5,8,2022,09,24,239,8,1987,08,06,1976
50371,静岡県,三ヶ日（ミッカビ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,386.5,8,2023,06,02,287,8,1983,08,17,1976
50386,静岡県,天竜（テンリュウ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,428.5,8,2023,06,02,246,8,1983,08,17,1976
50391,静岡県,三倉（ミクラ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,452.5,8,2023,06,02,321,8,1983,08,17,1982
50416,静岡県,土肥（トイ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,354,8,2007,09,06,284,8,2003,08,15,1990
50426,静岡県,湯ケ島（ユガシマ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,717.5,8,2019,10,12,435,8,1982,08,02,1976
50427,静岡県,天城山（アマギサン）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,649.0,8,2012,05,03,627,8,1983,08,17,1976
50456,静岡県,浜松（ハママツ）,47654,2023,08,30,15,20,0.0,8,0.0,4,,,,,,328.5,8,2023,06,03,242,8,1983,08,17,1976
50466,静岡県,掛川（カケガワ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,317,8,1983,08,17,317,8,1983,08,17,1976
50476,静岡県,菊川牧之原（キクガワマキノハラ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,471,8,1982,09,12,283,8,2001,08,22,1978
50477,静岡県,静岡空港（シズオカクウコウ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,380.5,8,2019,10,12,122.0,8,2012,08,15,2009
50491,静岡県,松崎（マツザキ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,299,8,1983,08,17,299,8,1983,08,17,1976
50506,静岡県,稲取（イナトリ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,470,8,1976,07,12,277,8,2006,08,09,1976
50536,静岡県,磐田（イワタ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,275,8,1982,09,12,255,8,1983,08,17,1978
50551,静岡県,御前崎（オマエザキ）,47655,2023,08,30,15,20,0.0,8,0.0,4,,,,,,391,8,2004,10,09,250,8,2003,08,15,1976
50561,静岡県,石廊崎（イロウザキ）,47666,2023,08,30,15,20,0.0,8,0.0,4,,,,,,311,8,2006,08,09,311,8,2006,08,09,1976
51011,愛知県,一宮（イチノミヤ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,328,8,1976,09,09,238.5,8,2008,08,29,1976
51031,愛知県,愛西（アイサイ）,,2023,08,30,15,20,4.0,8,4.0,4,15,20,8,,,312,8,2000,09,12,211,8,2001,08,22,1979
51056,愛知県,小原（オバラ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,242,8,1983,09,28,126,8,2001,08,22,1977
51071,愛知県,稲武（イナブ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,438,8,2000,09,12,273,8,2003,08,09,1976
51077,愛知県,茶臼山（チャウスヤマ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,354.0,8,2018,09,05,228.0,8,2014,08,11,2006
51096,愛知県,蟹江（カニエ）,,2023,08,30,15,20,1.5,8,1.5,4,15,20,8,,,340,8,2000,09,12,220,8,2001,08,22,1976
51106,愛知県,名古屋（ナゴヤ）,47636,2023,08,30,15,20,0.0,8,0.0,4,,,,,,535,8,2000,09,12,200,8,2001,08,22,1976
51116,愛知県,豊田（トヨタ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,388,8,2000,09,12,128,8,2001,08,22,1976
51192,愛知県,阿蔵（アゾウ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,365.5,8,2011,07,20,224.0,8,2019,08,16,2006
51216,愛知県,大府（オオブ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,200.0,8,2017,10,23,160.0,8,2013,08,06,2012
51226,愛知県,岡崎（オカザキ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,302.5,8,2008,08,29,302.5,8,2008,08,29,1976
51241,愛知県,作手（ツクデ）,,2023,08,30,15,20,0.5,8,0.5,4,15,20,8,,,405,8,2000,09,12,311,8,2001,08,22,1976
51247,愛知県,新城（シンシロ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,421.0,8,2023,06,02,194.5,8,2021,08,18,2002
51261,愛知県,セントレア（セントレア）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,290.0,8,2017,10,23,116.5,8,2014,08,10,2005
51271,愛知県,一色（イッシキ）,,2023,08,30,15,20,1.0,8,1.0,4,15,20,8,,,274.5,8,2017,10,23,225,8,2001,08,22,1976
51281,愛知県,蒲郡（ガマゴオリ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,343.5,8,2023,06,03,241,8,1983,08,17,1979
51311,愛知県,南知多（ミナミチタ）,,2023,08,30,15,20,5.0,8,5.0,4,15,20,8,,,375,8,1976,09,13,211,8,2001,08,22,1976
51331,愛知県,豊橋（トヨハシ）,,2023,08,30,15,20,5.5,8,5.5,4,15,20,8,,,419.0,8,2023,06,03,233.5,8,2008,08,29,2005
51346,愛知県,伊良湖（イラコ）,47653,2023,08,30,15,20,7.5,8,7.5,4,15,20,8,,,451.5,8,2023,06,03,316,8,1982,08,03,1976
51356,愛知県,田原（タハラ）,,2023,08,30,15,20,5.0,8,5.0,4,15,20,8,,,405.5,8,2023,06,03,251,8,1983,08,17,1976
52041,岐阜県,河合（カワイ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,297,8,1999,09,15,173,8,1998,08,13,1978
52051,岐阜県,神岡（カミオカ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,227,8,1999,09,15,124.5,8,2021,08,15,1978
52081,岐阜県,白川（シラカワ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,237,8,2004,10,21,183,8,1998,08,13,1978
52111,岐阜県,栃尾（トチオ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,216,4,1979,08,22,216,4,1979,08,22,1976
52131,岐阜県,御母衣（ミボロ）,,2023,08,30,15,20,0.5,8,0.5,4,15,20,8,,,393,8,1999,09,15,207.5,8,2021,08,14,1982
52137,岐阜県,清見（キヨミ）,,2023,08,30,15,20,0.5,8,0.5,4,15,20,8,,,317,4,1999,09,15,146.0,8,2021,08,14,1990
52146,岐阜県,高山（タカヤマ）,47617,2023,08,30,15,20,0.0,8,0.0,4,,,,,,256,8,2004,10,21,247.5,8,2014,08,18,1976
52152,岐阜県,丹生川（ニュウカワ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,198.5,8,2020,07,08,134.5,8,2021,08,15,1990
52173,岐阜県,ひるがの（ヒルガノ）,,2023,08,30,15,20,1.0,8,1.0,4,15,20,8,,,506,8,1999,09,15,270,8,1992,08,13,1990
52181,岐阜県,六厩（ムマヤ）,,2023,08,30,15,20,0.5,8,0.5,4,15,20,8,,,300,4,1999,09,15,187,8,2004,08,31,1978
52192,岐阜県,船山（フナヤマ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,275.0,8,2020,07,08,233.0,8,2021,08,15,2002
52196,岐阜県,宮之前（ミヤノマエ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,309.0,8,2020,07,08,247.5,8,2021,08,15,1978
52221,岐阜県,長滝（ナガタキ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,444,8,1999,09,15,231,8,2004,08,31,1978
52286,岐阜県,萩原（ハギワラ）,,2023,08,30,15,20,1.0,8,1.0,4,15,20,8,,,414.0,8,2020,07,08,294.5,8,2021,08,15,1976
52321,岐阜県,関市板取（セキシイタドリ）,,2023,08,30,15,20,2.0,8,2.0,4,15,20,8,,,331.5,8,2023,08,16,331.5,8,2023,08,16,2006
52331,岐阜県,八幡（ハチマン）,,2023,08,30,15,20,3.0,8,3.0,4,15,20,8,,,445,8,1976,09,12,293,8,1987,08,09,1976
52346,岐阜県,宮地（ミヤジ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,293.5,8,2011,09,20,228.0,8,2021,08,15,1976
52381,岐阜県,樽見（タルミ）,,2023,08,30,15,20,4.0,8,4.0,4,15,20,8,,,506,8,2002,07,10,424,8,1986,08,22,1976
52406,岐阜県,金山（カナヤマ）,,2023,08,30,15,20,1.5,8,1.5,4,15,20,8,,,274.0,8,2018,07,08,170.5,8,2021,08,13,1976
52421,岐阜県,付知（ツケチ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,290.0,8,2021,08,15,290.0,8,2021,08,15,1982
52461,岐阜県,美濃（ミノ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,387,8,1976,09,12,252.0,8,2023,08,16,1976
52476,岐阜県,伽藍（ガラン）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,338.5,8,2011,09,20,222.0,8,2021,08,15,1976
52482,岐阜県,黒川（クロカワ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,265.0,8,2011,09,20,244.5,8,2021,08,15,1998
52511,岐阜県,揖斐川（イビガワ）,,2023,08,30,15,20,1.0,8,1.0,4,15,20,8,,,383,8,2002,07,10,226.5,8,2021,08,14,1978
52536,岐阜県,美濃加茂（ミノカモ）,,2023,08,30,15,20,0.5,8,0.5,4,15,20,8,,,309,8,1992,08,12,309,8,1992,08,12,1976
52556,岐阜県,恵那（エナ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,282,8,2000,09,12,227.5,8,2021,08,14,1976
52557,岐阜県,中津川（ナカツガワ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,229.0,8,2021,08,14,229.0,8,2021,08,14,2010
52571,岐阜県,関ケ原（セキガハラ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,336.0,8,2017,10,23,283.5,8,2017,08,08,1976
52581,岐阜県,大垣（オオガキ）,,2023,08,30,15,20,1.5,8,1.5,4,15,20,8,,,362,4,1976,09,12,207.0,8,2021,08,14,1976
52586,岐阜県,岐阜（ギフ）,47632,2023,08,30,15,20,1.0,8,1.0,4,15,20,8,,,346,8,1976,09,09,230,8,1977,08,18,1976
52606,岐阜県,多治見（タジミ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,432.0,8,2011,09,20,174.0,8,2021,08,14,1976
52642,岐阜県,上石津（カミイシヅ）,,2023,08,30,15,20,5.0,8,5.0,4,15,20,8,,,288.0,8,2017,10,23,225.5,8,2023,08,16,2016
53016,三重県,北勢（ホクセイ）,,2023,08,30,15,20,2.5,8,2.5,4,15,20,8,,,318.5,8,2011,09,05,279,8,2001,08,22,1976
53041,三重県,桑名（クワナ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,402,8,2000,09,12,192,8,2001,08,22,1976
53061,三重県,四日市（ヨッカイチ）,47684,2023,08,30,15,20,5.5,8,5.5,4,15,20,8,,,319,8,2000,09,12,273.5,8,2014,08,10,1976
53091,三重県,亀山（カメヤマ）,,2023,08,30,15,20,1.5,8,1.5,4,15,20,8,,,347.0,8,2014,08,10,347.0,8,2014,08,10,1976
53112,三重県,上野（ウエノ）,47649,2023,08,30,15,20,0.0,8,0.0,4,,,,,,244.5,8,2013,09,16,222,8,1982,08,01,1976
53121,三重県,笠取山（カサトリヤマ）,,2023,08,30,15,20,7.5,8,7.5,4,15,20,8,,,421.0,8,2013,09,16,410.5,8,2014,08,10,1976
53133,三重県,津（ツ）,47651,2023,08,30,15,20,1.0,8,1.0,4,15,20,8,,,439,8,2004,09,29,287.5,8,2014,08,10,1976
53141,三重県,名張（ナバリ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,315.0,8,2017,10,23,295,8,1982,08,01,1976
53151,三重県,白山（ハクサン）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,449.5,8,2014,08,10,449.5,8,2014,08,10,1979
53196,三重県,小俣（オバタ）,,2023,08,30,15,20,1.5,8,1.5,4,15,20,8,,,492.5,8,2017,10,23,211,8,1989,08,27,1976
53231,三重県,粥見（カユミ）,,2023,08,30,15,20,8.5,8,8.5,4,15,20,8,,,550,8,2004,09,29,396,8,1982,08,01,1976
53257,三重県,鳥羽（トバ）,,2023,08,30,15,20,7.0,8,7.0,4,15,20,8,,,490.5,8,2023,06,03,463,8,1982,08,03,1977
53287,三重県,藤坂峠（フジサカトウゲ）,,2023,08,30,15,20,20.0,8,20.0,4,15,20,8,,,392.5,8,2023,06,03,328,8,2001,08,22,1976
53296,三重県,南伊勢（ミナミイセ）,,2023,08,30,15,20,7.0,8,7.0,4,15,20,8,,,448,8,1982,08,03,448,8,1982,08,03,1978
53307,三重県,阿児（アゴ）,,2023,08,30,15,20,7.5,8,7.5,4,15,20,8,,,409.0,8,2019,10,12,178,8,1991,08,06,1982
53321,三重県,宮川（ミヤガワ）,,2023,08,30,15,20,15.5,8,15.5,4,15,20,8,,,872.5,8,2011,09,04,677.5,8,2015,08,25,1978
53326,三重県,紀伊長島（キイナガシマ）,,2023,08,30,15,20,1.0,8,1.0,4,15,20,8,,,520.5,8,2011,09,04,334.0,8,2023,08,16,1979
53378,三重県,尾鷲（オワセ）,47663,2023,08,30,15,20,16.5,8,16.5,4,15,20,8,,,800,8,2004,09,29,663,8,1977,08,26,1976
53401,三重県,熊野新鹿（クマノアタシカ）,,2023,08,30,15,20,16.0,8,16.0,4,15,20,8,,,552.0,8,2011,09,04,282.0,8,2023,08,15,2001
53416,三重県,御浜（ミハマ）,,2023,08,30,15,20,8.5,8,8.5,4,15,20,8,,,801.0,8,2011,09,04,594,8,2001,08,22,1985
54012,新潟県,粟島（アワシマ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,201.5,8,2020,07,28,189.5,8,2022,08,04,1976
54041,新潟県,弾崎（ハジキザキ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,242.0,8,2014,07,10,187,8,2004,08,18,1978
54056,新潟県,高根（タカネ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,410.0,8,2022,08,04,410.0,8,2022,08,04,1978
54086,新潟県,村上（ムラカミ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,178,8,2004,08,18,178,8,2004,08,18,1976
54097,新潟県,三面（ミオモテ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,244.0,8,2022,08,04,244.0,8,2022,08,04,1981
54157,新潟県,相川（アイカワ）,47602,2023,08,30,15,20,0.0,8,0.0,4,,,,,,242,8,2002,07,15,203,8,2004,08,18,1976
54166,新潟県,両津（リョウツ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,259,8,1978,06,26,197,8,1998,08,04,1976
54181,新潟県,中条（ナカジョウ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,288.5,8,2022,08,04,288.5,8,2022,08,04,1978
54191,新潟県,下関（シモセキ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,560.0,8,2022,08,04,560.0,8,2022,08,04,1976
54232,新潟県,新潟（ニイガタ）,47604,2023,08,30,15,20,0.0,8,0.0,4,,,,,,266,8,1998,08,04,266,8,1998,08,04,1976
54236,新潟県,松浜（マツハマ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,166.5,8,2011,07,30,106,8,2004,08,18,2003
54271,新潟県,羽茂（ハモチ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,262,8,1978,06,27,133,8,2004,08,18,1976
54296,新潟県,新津（ニイツ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,203,8,1995,08,03,203,8,1995,08,03,1976
54301,新潟県,瓢湖（ヒョウコ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,143.0,8,2017,07,24,106.5,8,2021,08,23,2014
54311,新潟県,赤谷（アカダニ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,291,8,2005,06,28,284,8,1995,08,03,1976
54341,新潟県,巻（マキ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,188,8,1978,06,27,160,8,1995,08,03,1976
54387,新潟県,寺泊（テラドマリ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,233,8,2006,07,01,104.5,8,2013,08,01,2001
54396,新潟県,三条（サンジョウ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,245.5,8,2011,07,30,147,8,2005,08,11,1976
54406,新潟県,村松（ムラマツ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,230.0,8,2011,07,30,182,8,1995,08,03,1976
54421,新潟県,津川（ツガワ）,,2023,08,30,15,20,0.0,4,0.0,4,,,,,,265,8,1978,06,27,226,8,1995,08,03,1976
54462,新潟県,宮寄上（ミヤヨリカミ）,,2023,08,30,15,20,3.5,8,3.5,4,15,20,8,,,473.5,8,2011,07,30,176,8,1995,08,03,1983
54472,新潟県,室谷（ムロヤ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,303,8,2004,07,14,209,8,1995,08,03,1993
