観測所番号,都道府県,地点,国際地点番号,現在時刻(年),現在時刻(月),現在時刻(日),現在時刻(時),現在時刻(分),現在値(mm),現在値の品質情報,今日の最大値(mm),今日の最大値の品質情報,今日の最大値起時（時）(まで),今日の最大値起時（分）(まで),今日の最大値起時(まで)の品質情報,極値更新,10年未満での極値更新,昨日までの観測史上1位の値(mm),昨日までの観測史上1位の値の品質情報,昨日までの観測史上1位の値の年,昨日までの観測史上1位の値の月,昨日までの観測史上1位の値の日,昨日までの8月の1位の値(mm),昨日までの8月の1位の値の品質情報,昨日までの8月の1位の値の年,昨日までの8月の1位の値の月,昨日までの8月の1位の値の日,統計開始年
54501,新潟県,長岡（ナガオカ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,252,8,1978,06,27,245,8,1995,08,11,1976
54506,新潟県,栃尾（トチオ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,423,8,2004,07,13,216,8,1995,08,11,1976
54541,新潟県,柏崎（カシワザキ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,260,8,2005,06,28,149,8,1984,08,30,1976
54566,新潟県,守門（スモン）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,273.5,8,2011,07,30,224,8,1998,08,04,1976
54586,新潟県,大潟（オオガタ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,230,8,2005,06,28,139,8,1998,08,17,1978
54606,新潟県,小国（オグニ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,244,8,2005,06,28,190,8,1984,08,30,1977
54616,新潟県,小出（コイデ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,239,8,2005,06,28,188,8,1984,08,31,1976
54621,新潟県,大湯（オオユ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,294,8,2005,06,28,184,8,1984,08,31,1981
54651,新潟県,高田（タカダ）,47612,2023,08,30,15,20,8.0,8,8.0,4,15,20,8,,,242.5,8,2016,07,27,147,8,1998,08,17,1976
54661,新潟県,安塚（ヤスヅカ）,,2023,08,30,15,20,0.5,8,0.5,4,15,20,8,,,240,8,1995,07,12,136,8,1978,08,18,1976
54666,新潟県,川谷（カワダニ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,335,8,2005,06,28,138,8,1998,08,17,1985
54671,新潟県,松代（マツダイ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,261,8,2005,06,28,149,8,2005,08,16,1977
54676,新潟県,十日町（トオカマチ）,,2023,08,30,15,20,1.0,8,1.0,4,15,20,8,,,289.0,8,2011,07,30,140,8,2005,08,13,1976
54711,新潟県,糸魚川（イトイガワ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,230.0,8,2017,07,01,191,8,1983,08,22,1976
54721,新潟県,能生（ノウ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,269.0,8,2019,10,13,203,8,1981,08,23,1976
54737,新潟県,筒方（ドウガタ）,,2023,08,30,15,20,0.5,8,0.5,4,15,20,8,,,243.0,8,2019,10,13,156.5,8,2019,08,26,1985
54761,新潟県,塩沢（シオザワ）,,2023,08,30,15,20,1.0,8,1.0,4,15,20,8,,,344.0,8,2011,07,30,141,8,2005,08,13,1983
54816,新潟県,関山（セキヤマ）,,2023,08,30,15,20,13.0,8,13.0,4,15,20,8,,,255.0,8,2019,10,13,118,8,1981,08,23,1976
54836,新潟県,津南（ツナン）,,2023,08,30,15,20,3.0,8,3.0,4,15,20,8,,,218.0,8,2019,10,13,174,8,2005,08,16,1976
54841,新潟県,湯沢（ユザワ）,,2023,08,30,15,20,0.5,8,0.5,4,15,20,8,,,256.5,8,2019,10,13,213,8,1981,08,23,1976
54876,新潟県,平岩（ヒライワ）,,2023,08,30,15,20,1.0,8,1.0,4,15,20,8,,,223.0,8,2019,10,13,161,8,2002,08,20,1978
54892,新潟県,樽本（タルモト）,,2023,08,30,15,20,3.5,8,3.5,4,15,20,8,,,271.0,4,2019,10,13,85.0,8,2019,08,20,1985
55022,富山県,朝日（アサヒ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,232.5,8,2019,10,13,172,8,1976,08,15,1976
55041,富山県,氷見（ヒミ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,224.5,8,2021,08,13,224.5,8,2021,08,13,1978
55056,富山県,魚津（ウオヅ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,252.5,8,2014,07,20,186,4,1976,08,15,1976
55063,富山県,宇奈月（ウナヅキ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,287,8,1995,07,12,150.5,8,2013,08,24,1984
55091,富山県,伏木（フシキ）,47606,2023,08,30,15,20,0.0,8,0.0,4,,,,,,214.0,8,2013,08,24,214.0,8,2013,08,24,1976
55102,富山県,富山（トヤマ）,47607,2023,08,30,15,20,0.0,8,0.0,4,,,,,,193.5,8,2023,07,13,186.0,8,2013,08,24,1976
55141,富山県,砺波（トナミ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,176.0,8,2023,07,13,143.5,8,2013,08,24,1976
55151,富山県,秋ヶ島（アキガシマ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,205.5,8,2023,07,13,144.5,8,2013,08,24,2003
55156,富山県,大山（オオヤマ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,212.5,8,2018,07,05,155.5,8,2013,08,24,1984
55166,富山県,上市（カミイチ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,226.0,8,2018,07,05,203.5,8,2017,08,09,1978
55191,富山県,南砺高宮（ナントタカミヤ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,187,8,1983,09,28,155.0,8,2013,08,24,1976
55206,富山県,八尾（ヤツオ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,203,8,1979,10,01,152.5,8,2013,08,24,1976
55217,富山県,立山芦峅（タテヤマアシクラ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,230.5,8,2018,07,06,212.0,8,2017,08,09,2010
55252,富山県,五箇山（ゴカヤマ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,242.5,8,2017,10,23,163.5,8,2017,08,09,2004
55267,富山県,猪谷（イノタニ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,222.5,8,2018,07,06,156.0,8,2013,08,24,1996
56036,石川県,珠洲（スズ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,195,8,1997,06,29,193,8,1990,08,18,1976
56052,石川県,輪島（ワジマ）,47600,2023,08,30,15,20,0.0,8,0.0,4,,,,,,220,8,2005,06,28,211.5,8,2018,08,31,1976
56081,石川県,門前（モンゼン）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,185.0,8,2011,09,21,133,8,2006,08,13,1976
56093,石川県,三井（ミイ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,178.0,8,2013,06,19,138.5,8,2018,08,31,2003
56116,石川県,志賀（シカ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,168.5,8,2018,09,01,161.5,8,2018,08,31,1976
56146,石川県,七尾（ナナオ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,219.0,8,2013,06,19,195,8,1990,08,18,1976
56176,石川県,羽咋（ハクイ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,216.5,8,2014,08,17,216.5,8,2014,08,17,1976
56186,石川県,かほく（カホク）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,223.5,8,2013,08,24,223.5,8,2013,08,24,1976
56192,石川県,宝達志水（ホウダツシミズ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,213.5,8,2021,08,13,213.5,8,2021,08,13,2003
56227,石川県,金沢（カナザワ）,47605,2023,08,30,15,20,0.0,8,0.0,4,,,,,,199,8,1996,06,25,150.5,8,2017,08,08,1991
56232,石川県,医王山（イオウゼン）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,283.0,8,2017,10,23,256.0,8,2017,08,09,2003
56276,石川県,小松（コマツ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,251.0,8,2022,08,04,251.0,8,2022,08,04,1978
56286,石川県,白山河内（ハクサンカワチ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,397.0,8,2022,08,04,397.0,8,2022,08,04,1976
56301,石川県,加賀中津原（カガナカツハラ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,238.0,8,2017,08,08,238.0,8,2017,08,08,1976
56346,石川県,白山白峰（ハクサンシラミネ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,276.0,8,2022,08,04,276.0,8,2022,08,04,1977
56401,石川県,舳倉島（ヘグラジマ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,124.0,8,2018,08,31,124.0,8,2018,08,31,2014
57001,福井県,三国（ミクニ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,218.5,8,2011,05,30,149,8,1995,08,31,1976
57026,福井県,春江（ハルエ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,179.0,8,2018,07,07,128.5,8,2022,08,05,2003
57051,福井県,越廼（コシノ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,230.0,8,2018,07,07,173.0,8,2011,08,19,1978
57066,福井県,福井（フクイ）,47616,2023,08,30,15,20,0.0,8,0.0,4,,,,,,198,8,2004,07,18,179.0,8,2022,08,05,1976
57071,福井県,美山（ミヤマ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,285,8,2004,07,18,187.0,8,2017,08,08,1976
57082,福井県,勝山（カツヤマ）,,2023,08,30,15,20,0.5,8,0.5,4,15,20,8,,,197,8,2006,07,19,179.0,8,2022,08,04,1993
57106,福井県,武生（タケフ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,210.5,8,2022,08,05,210.5,8,2022,08,05,2005
57121,福井県,大野（オオノ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,215.0,8,2022,08,05,215.0,8,2022,08,05,1976
57176,福井県,九頭竜（クズリュウ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,316,8,2002,07,10,206.0,8,2022,08,04,1982
57206,福井県,今庄（イマジョウ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,405.5,8,2022,08,05,405.5,8,2022,08,05,1976
57248,福井県,敦賀（ツルガ）,47631,2023,08,30,15,20,0.0,8,0.0,4,,,,,,215.0,8,2013,09,16,203.0,8,2017,08,08,1976
57286,福井県,美浜（ミハマ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,352,8,1999,08,15,352,8,1999,08,15,1976
57311,福井県,大飯（オオイ）,,2023,08,30,15,20,0.5,8,0.5,4,15,20,8,,,370.0,8,2011,05,30,149.5,8,2014,08,09,1995
57317,福井県,小浜（オバマ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,384.0,8,2013,09,16,251,8,1982,08,02,1976
60026,滋賀県,柳ケ瀬（ヤナガセ）,,2023,08,30,15,20,1.0,8,1.0,4,15,20,8,,,263.0,8,2018,07,06,252.5,8,2017,08,08,1976
60051,滋賀県,今津（イマヅ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,231.5,8,2018,07,06,166.0,8,2017,08,08,1976
60061,滋賀県,長浜（ナガハマ）,,2023,08,30,15,20,1.5,8,1.5,4,15,20,8,,,201.0,8,2017,10,23,128.5,8,2021,08,15,1976
60081,滋賀県,朽木平良（クツキヘラ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,469.0,8,2013,09,16,319.0,8,2017,08,08,2006
60102,滋賀県,米原（マイバラ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,264.5,8,2017,08,08,264.5,8,2017,08,08,2001
60116,滋賀県,南小松（ミナミコマツ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,253.5,8,2013,09,16,203.5,8,2014,08,16,1976
60131,滋賀県,彦根（ヒコネ）,47761,2023,08,30,15,20,0.5,8,0.5,4,15,20,8,,,214.0,8,2017,10,23,149.5,8,2021,08,15,1976
60161,滋賀県,近江八幡（オウミハチマン）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,261.5,8,2013,09,16,242.5,8,2021,08,15,1976
60196,滋賀県,東近江（ヒガシオウミ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,227.0,8,2017,10,23,203,8,1982,08,02,1976
60216,滋賀県,大津（オオツ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,302.5,8,2013,09,16,168,8,1982,08,02,1977
60226,滋賀県,信楽（シガラキ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,311.5,8,2013,09,16,240,8,1982,08,02,1976
60236,滋賀県,土山（ツチヤマ）,,2023,08,30,15,20,4.0,8,4.0,4,15,20,8,,,334.5,8,2013,09,16,249.5,8,2014,08,10,1976
61001,京都府,間人（タイザ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,180.5,8,2018,07,07,131,8,1982,08,02,1976
61031,京都府,峰山（ミネヤマ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,210,8,1982,08,02,210,8,1982,08,02,1976
61076,京都府,宮津（ミヤヅ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,320.5,8,2018,07,07,177,8,1982,08,02,1976
61096,京都府,坂浦（サカウラ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,319.5,8,2018,07,07,291.5,8,2023,08,15,2013
61111,京都府,舞鶴（マイヅル）,47750,2023,08,30,15,20,0.0,8,0.0,4,,,,,,312.0,8,2017,10,23,212,8,1982,08,02,1976
61151,京都府,睦寄（ムツヨリ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,371.5,8,2017,10,23,280.0,8,2023,08,15,1977
61187,京都府,福知山（フクチヤマ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,303.5,8,2014,08,17,303.5,8,2014,08,17,1976
61192,京都府,三和（ミワ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,250,8,2004,10,21,177,8,1982,08,02,1982
61196,京都府,綾部山家（アヤベヤマガ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,115.5,8,2023,08,15,115.5,8,2023,08,15,2021
61201,京都府,本庄（ホンジョウ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,252.5,8,2013,09,16,164,8,1982,08,02,1976
61206,京都府,美山（ミヤマ）,,2023,08,30,15,20,7.0,8,7.0,4,15,20,8,,,284.5,8,2013,09,16,174,8,1982,08,02,1978
61241,京都府,須知（シュウチ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,251.0,8,2013,09,16,164,8,1982,08,02,1982
61242,京都府,園部（ソノベ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,285.0,8,2013,09,16,168.0,8,2014,08,09,2002
61251,京都府,京北（ケイホク）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,290.0,8,2018,07,06,222.0,8,2014,08,16,1976
61286,京都府,京都（キョウト）,47759,2023,08,30,15,20,0.0,8,0.0,4,,,,,,270,8,1983,09,28,175,8,1997,08,05,1976
61306,京都府,長岡京（ナガオカキョウ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,278.0,8,2015,07,18,186.0,8,2021,08,14,1976
61326,京都府,京田辺（キョウタナベ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,244.0,8,2013,09,16,201.5,8,2012,08,14,1976
62016,大阪府,能勢（ノセ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,299.0,8,2013,09,16,201.0,8,2023,08,15,1976
62037,大阪府,茨木（イバラキ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,280.0,8,2015,07,18,168.0,8,2014,08,25,2009
62046,大阪府,枚方（ヒラカタ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,283.5,8,2013,09,16,181,8,1999,08,11,1976
62051,大阪府,豊中（トヨナカ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,277,8,1983,09,28,149.0,8,2013,08,25,1976
62078,大阪府,大阪（オオサカ）,47772,2023,08,30,15,20,0.0,8,0.0,4,,,,,,210,8,1989,09,03,148.5,8,2016,08,30,1976
62081,大阪府,生駒山（イコマヤマ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,320,8,1999,08,11,320,8,1999,08,11,1976
62091,大阪府,堺（サカイ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,216.0,8,2018,07,06,174,8,1982,08,03,1976
62096,大阪府,八尾（ヤオ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,195.5,8,2018,07,06,119,8,2003,08,15,2003
62101,大阪府,関空島（カンクウジマ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,230.5,8,2017,10,22,164.5,8,2021,08,18,2003
62111,大阪府,河内長野（カワチナガノ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,264.0,8,2017,10,23,227,8,1982,08,02,1976
62131,大阪府,熊取（クマトリ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,281.5,8,2017,10,22,163.0,8,2014,08,09,1976
63016,兵庫県,香住（カスミ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,291,4,1990,09,20,174.5,8,2021,08,15,1976
63032,兵庫県,温泉（オンセン）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,251.5,8,2017,10,23,245.0,8,2023,08,15,2006
63051,兵庫県,豊岡（トヨオカ）,47747,2023,08,30,15,20,0.0,8,0.0,4,,,,,,218.5,8,2018,07,07,179.0,8,2021,08,15,1976
63071,兵庫県,兎和野高原（ウワノコウゲン）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,248.5,8,2023,08,15,248.5,8,2023,08,15,2005
63111,兵庫県,大屋（オオヤ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,298.0,8,2011,09,03,251.5,8,2023,08,15,1976
63116,兵庫県,八鹿（ヨウカ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,277.0,8,2023,08,15,277.0,8,2023,08,15,2005
63121,兵庫県,和田山（ワダヤマ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,267.0,8,2018,07,07,197.0,8,2009,08,10,1976
63201,兵庫県,生野（イクノ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,372,4,1976,09,10,189.5,8,2023,08,15,1976
63216,兵庫県,柏原（カイバラ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,269,8,1999,09,08,259.0,8,2014,08,17,1976
63241,兵庫県,佐用（サヨウ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,327.0,8,2009,08,09,327.0,8,2009,08,09,1976
63251,兵庫県,一宮（イチノミヤ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,277,8,1990,09,18,207.5,8,2009,08,10,1976
63321,兵庫県,福崎（フクサキ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,239.0,8,2011,09,04,124.5,8,2009,08,02,1976
63331,兵庫県,西脇（ニシワキ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,226.5,8,2015,07,18,183,8,1996,08,28,1976
63346,兵庫県,後川（シツカワ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,240.5,8,2013,09,16,233,8,1996,08,28,1976
63366,兵庫県,上郡（カミゴオリ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,294,8,1976,09,11,151.0,8,2009,08,10,1976
63383,兵庫県,姫路（ヒメジ）,47769,2023,08,30,15,20,0.0,8,0.0,4,,,,,,318,8,1976,09,10,123,8,1996,08,27,1976
63411,兵庫県,三田（サンダ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,194,8,2004,10,20,153.0,8,2014,08,09,1976
63461,兵庫県,三木（ミキ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,278.0,8,2015,07,18,138,8,1982,08,02,1977
63477,兵庫県,西宮（ニシノミヤ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,247.0,8,2015,07,18,165.5,8,2014,08,09,2006
63491,兵庫県,家島（イエシマ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,571,4,1976,09,10,149.5,8,2014,08,10,1976
63496,兵庫県,明石（アカシ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,261.0,8,2011,09,04,113.0,8,2014,08,10,1992
63517,兵庫県,神戸空港（コウベクウコウ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,212.0,8,2015,07,18,169.0,8,2014,08,10,2006
63518,兵庫県,神戸（コウベ）,47770,2023,08,30,15,20,0.0,8,0.0,4,,,,,,272.0,8,2015,07,18,144.0,8,2021,08,18,1999
63551,兵庫県,郡家（グンゲ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,375.5,8,2011,09,21,264,8,2003,08,09,1976
63571,兵庫県,洲本（スモト）,47776,2023,08,30,15,20,0.0,8,0.0,4,,,,,,232.5,8,2020,07,25,144.5,8,2018,08,24,2017
63588,兵庫県,南淡（ナンダン）,,2023,08,30,15,20,0.5,8,0.5,4,15,20,8,,,303.0,8,2013,09,16,189.0,8,2014,08,02,2004
64036,奈良県,奈良（ナラ）,47780,2023,08,30,15,20,0.0,8,0.0,4,,,,,,197.5,8,2017,10,23,161,8,1982,08,03,1976
64041,奈良県,針（ハリ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,234,8,1982,08,02,234,8,1982,08,02,1976
64056,奈良県,田原本（タワラモト）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,215.0,8,2017,10,23,191,8,1982,08,01,1976
64076,奈良県,曽爾（ソニ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,386.0,8,2011,09,03,334,8,1983,08,17,1976
64091,奈良県,葛城（カツラギ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,256.5,8,2017,10,23,212,8,1982,08,02,1981
64101,奈良県,大宇陀（オオウダ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,243,8,1982,08,02,243,8,1982,08,02,1976
64127,奈良県,五條（ゴジョウ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,283.0,8,2023,06,03,125.0,8,2014,08,10,2005
64136,奈良県,吉野（ヨシノ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,306.5,8,2013,09,16,305.5,8,2014,08,10,1991
64161,奈良県,天川（テンカワ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,495.0,8,2013,09,16,388.0,8,2018,08,24,2010
64206,奈良県,上北山（カミキタヤマ）,,2023,08,30,15,20,17.5,8,17.5,4,15,20,8,,,714,8,2004,08,05,714,8,2004,08,05,1976
64227,奈良県,風屋（カゼヤ）,,2023,08,30,15,20,18.5,8,18.5,4,15,20,8,,,648.5,8,2011,09,04,414.0,8,2018,08,24,1977
64236,奈良県,下北山（シモキタヤマ）,,2023,08,30,15,20,16.5,8,16.5,4,15,20,8,,,471.5,8,2015,07,17,446.0,8,2023,08,15,2014
64262,奈良県,葛川（クズカワ）,,2023,08,30,15,20,24.5,8,24.5,4,15,20,8,,,455.5,8,2023,08,15,455.5,8,2023,08,15,2021
65021,和歌山県,葛城山（カツラギサン）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,275.0,8,2017,10,23,198.5,8,2017,08,08,1976
65026,和歌山県,かつらぎ（カツラギ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,302.0,8,2023,06,03,163.0,8,2014,08,10,1979
65036,和歌山県,友ケ島（トモガシマ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,276,8,2000,09,12,177.5,8,2021,08,18,1998
65042,和歌山県,和歌山（ワカヤマ）,47777,2023,08,30,15,20,0.0,8,0.0,4,,,,,,375,8,2000,09,12,216.0,8,2021,08,18,1976
65061,和歌山県,高野山（コウヤサン）,,2023,08,30,15,20,0.5,8,0.5,4,15,20,8,,,390.5,8,2013,09,16,243,8,1982,08,02,1976
65106,和歌山県,湯浅（ユアサ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,385.0,8,2023,06,03,283.5,8,2019,08,16,1976
65121,和歌山県,清水（シミズ）,,2023,08,30,15,20,1.0,8,1.0,4,15,20,8,,,385.0,8,2011,09,04,299.5,8,2019,08,16,1976
65127,和歌山県,護摩壇山（ゴマダンザン）,,2023,08,30,15,20,15.0,8,15.0,4,15,20,8,,,450.0,8,2013,09,16,335.5,8,2018,08,24,2010
65162,和歌山県,龍神（リュウジン）,,2023,08,30,15,20,11.0,8,11.0,4,15,20,8,,,596.5,8,2011,09,04,454.0,8,2018,08,24,1994
65201,和歌山県,川辺（カワベ）,,2023,08,30,15,20,0.5,8,0.5,4,15,20,8,,,373.0,8,2015,07,17,261.0,8,2021,08,18,1999
65226,和歌山県,本宮（ホングウ）,,2023,08,30,15,20,14.5,8,14.5,4,15,20,8,,,648.5,4,2011,09,03,422,8,2001,08,21,1976
65256,和歌山県,栗栖川（クリスガワ）,,2023,08,30,15,20,8.5,8,8.5,4,15,20,8,,,533.0,8,2011,09,04,341,8,2003,08,09,1976
65276,和歌山県,新宮（シングウ）,,2023,08,30,15,20,17.5,8,17.5,4,15,20,8,,,609.0,8,2011,09,04,302,8,2001,08,21,1976
65288,和歌山県,南紀白浜（ナンキシラハマ）,,2023,08,30,15,20,8.0,8,8.0,4,15,20,8,,,377.0,8,2011,09,04,201.0,8,2018,08,24,2006
65306,和歌山県,西川（ニシカワ）,,2023,08,30,15,20,57.5,8,57.5,4,15,20,8,,,685.0,8,2011,09,04,602,8,2001,08,21,1979
65311,和歌山県,色川（イロカワ）,,2023,08,30,15,20,17.0,8,17.0,4,15,20,8,,,689,8,2001,08,21,689,8,2001,08,21,1977
65321,和歌山県,日置川（ヒキガワ）,,2023,08,30,15,20,18.5,8,18.5,4,15,20,8,,,553.0,8,2011,09,04,354,8,2001,08,22,1976
65356,和歌山県,潮岬（シオノミサキ）,47778,2023,08,30,15,20,30.5,8,30.5,4,15,20,8,,,393.5,8,2014,08,03,393.5,8,2014,08,03,1976
66046,岡山県,上長田（カミナガタ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,300,8,1990,09,20,214.5,8,2023,08,16,1978
66056,岡山県,恩原（オンバラ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,534.5,8,2023,08,16,534.5,8,2023,08,16,1981
66091,岡山県,千屋（チヤ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,279.0,8,2018,07,07,191.0,8,2023,08,16,1978
66112,岡山県,富（トミ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,304.0,8,2018,07,07,277.0,8,2023,08,16,2006
66127,岡山県,奈義（ナギ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,226.0,8,2018,07,07,207.5,8,2009,08,10,1977
66136,岡山県,今岡（イマオカ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,243.0,8,2018,07,07,232.0,8,2009,08,10,1976
66171,岡山県,久世（クセ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,246.0,8,2018,07,07,170.5,8,2021,08,14,1976
66186,岡山県,津山（ツヤマ）,47756,2023,08,30,15,20,0.0,8,0.0,4,,,,,,245.0,8,2018,07,07,128.0,8,2021,08,15,1976
66221,岡山県,新見（ニイミ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,262.5,8,2018,07,07,181.0,8,2021,08,14,1978
66226,岡山県,下呰部（シモアザエ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,246.0,8,2018,07,07,152.0,8,2021,08,14,1976
66237,岡山県,旭西（アサヒニシ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,230.0,8,2018,07,07,126.5,8,2021,08,14,2010
66251,岡山県,赤磐（アカイワ）,,2023,08,30,15,20,0.0,8,0.0,4,,,,,,283,8,1990,09,19,165.0,8,2009,08,10,1976
